"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"RONNIEBROWN","Ronnie Brown","RB","HOU",372,NA,101,24.1060552929277,-0.03,NA,NA,33.6,NA,33.6,8.4,NA,NA,5.5,21.725,1,5.25,48.5,NA,NA,14.9375,17.20625,24.1060552929277,-96.4044669650568,NA,16.5315410675909,4.98637463264497,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",373,186.3,102,24.0970797962785,NA,55.95,25.625,18.225,NA,34.9975,8,NA,11.475,9.875,28.05,18.375,NA,NA,NA,NA,NA,23.3969444444444,24.0970797962785,-96.413442461706,8.4,15.1447187462421,3.71748456837891,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DAVONEBESS","Davone Bess","WR",NA,374,NA,164,24.075,90.29,NA,NA,-4.425,NA,NA,NA,-4.425,-4.425,-4.425,-4.425,-4.425,NA,25.5,-4.425,NA,NA,37.1216666666667,24.075,-118.706169011837,NA,31.8988858325978,7.79640516058349,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DENNISJOHNSON","Dennis Johnson","RB","HOU",375,NA,103,23.9898582838824,NA,24.125,NA,NA,NA,18.105,NA,NA,NA,NA,NA,NA,NA,44.2,NA,NA,NA,10.80375,23.9898582838824,-96.5206639741021,NA,13.6637906526703,4.46198565487014,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JARONBROWN","Jaron Brown","WR","ARI",376,NA,165,23.8324932467272,52.39,NA,18.75,NA,NA,27.5625,14.875,NA,7.875,16.875,4.875,NA,6.375,NA,48.6774,NA,17.6,19.607996969697,23.8324932467272,-118.948675765109,NA,16.6944256052698,5.0161592525911,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",377,NA,166,23.6189914878672,26.355,NA,26.5,NA,NA,26.75,35.375,9.625,24.375,15.625,17.875,4.375,4.25,45.125,NA,NA,NA,21.4459090909091,23.6189914878672,-119.162177523969,NA,12.7064895731562,4.28693620429826,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",378,NA,167,23.32,30.415,NA,NA,-0.195,NA,16.225,NA,-0.195,-0.195,-0.195,-0.195,-0.195,NA,NA,-0.195,NA,NA,23.32,23.32,-119.461169011837,NA,10.9591891934476,3.96742964779539,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ROBERTHOUSLER","Robert Housler","TE","ARI",379,NA,65,22.7875,NA,NA,NA,NA,NA,33.475,21.875,21.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4916666666667,22.7875,-95.1524131130602,NA,6.92393192726021,3.22955356839013,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KIRKCOUSINS","Kirk Cousins","QB","WAS",380,NA,45,22.674464982951,6.31,32.84,41.96,33.8399711846172,NA,34,8.9,23.9599711846173,10.9799711846173,24.8999711846173,9.27997118461725,13.0999711846173,NA,40.62,-1.50002881538275,NA,20.58,23.3921978021978,22.674464982951,-223.018445392135,NA,13.8361679652779,4.49350609761146,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"TONYMOEAKI","Tony Moeaki","TE","BUF",381,NA,66,22.2909638239417,NA,NA,NA,NA,NA,21.4625,39.125,9.625,4.125,26.625,17.75,18.5,NA,50.875,NA,NA,NA,20.8986111111111,22.2909638239417,-95.6489492891185,NA,15.2756392160794,4.75672386364041,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",382,NA,104,22.2004775570738,NA,26.725,48.675,23.225,NA,28.905,8.65,8.2,19.8,15.625,27.925,7.5,NA,NA,NA,NA,NA,21.523,22.2004775570738,-98.3100447009107,NA,12.6503595030163,4.27667241357577,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JOSHHILL","Josh Hill","TE","NO",383,NA,67,22.15,NA,NA,NA,NA,NA,15.5875,10.25,NA,38,19.75,NA,5.625,NA,NA,NA,NA,26.55,19.19375,22.15,-95.7899131130602,NA,11.7059433355454,4.10397906269091,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",384,NA,105,21.931018349456,32.565,22.775,19.825,NA,NA,21.3,NA,NA,14.675,10.5,11.3,NA,16.15,NA,NA,NA,18.89,18.5511111111111,21.931018349456,-98.5795039085285,NA,6.72306963207862,3.19282443983844,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DAMIANWILLIAMS","Damian Williams","WR","MIA",385,NA,168,21.8754013680684,11.53,53.875,31.375,NA,NA,36.975,10.625,20,8.75,NA,0.375,21,NA,NA,NA,NA,NA,18.9525,21.8754013680684,-120.905767643768,NA,16.6358584840098,5.00544982938294,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KYLEWILLIAMS","Kyle Williams","WR","KC",386,NA,169,21.8112915291452,23.835,47.5,17.5,NA,NA,32.5,NA,NA,13,NA,6.15,1.25,6.875,NA,NA,NA,11.975,15.1565,21.8112915291452,-120.969877482691,NA,14.665546382404,4.64516396089079,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEVINWALTER","Kevin Walter","WR",NA,387,NA,170,21.8025,44.715,NA,NA,-1.11,NA,NA,NA,-1.11,-1.11,-1.11,-1.11,-1.11,NA,NA,-1.11,NA,NA,21.8025,21.8025,-120.978669011837,NA,16.2015841239368,4.92603961063878,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DANIELHERRON","Daniel Herron","RB","IND",388,NA,106,21.5249650771944,NA,NA,NA,-1.95,NA,NA,NA,-1.95,22.425,19.55,12.45,18.05,27.75,NA,-1.95,NA,29,21.5375,21.5249650771944,-98.9855571807901,NA,12.7332856129123,4.29183605465589,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOHNKUHN","John Kuhn","RB","GB",389,NA,107,21.4556865116207,25.94,41.1,15.125,-2.14188228217409,NA,23.455,NA,7.33311771782591,4.90811771782591,12.8581177178259,9.88311771782591,29.3581177178259,17.175,NA,-2.14188228217409,NA,20.3775,19.3815909090909,21.4556865116207,-99.0548357463638,NA,12.5368660713899,4.25591931585671,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MIKELLESHOURE","Mikel Leshoure","RB","DET",390,NA,108,21.3837556987589,NA,43.05,NA,-2.57532473394385,NA,18.1175,47.25,9.19967526605615,0.924675266056154,-2.07532473394385,4.07467526605615,1.54967526605615,9.325,45.2,-2.57532473394385,NA,8.7175,14.6535164835165,21.3837556987589,-99.1267665592256,NA,18.8077863692295,5.40260260725553,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MARCUSHARRIS","Marcus Harris","WR","NYG",391,NA,171,21.21875,NA,NA,31.25,NA,NA,23.4375,-2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4791666666667,21.21875,-121.562419011837,NA,17.5268023918607,5.16836538948951,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"THADLEWIS","Thad Lewis","QB","BUF",392,NA,46,21.08,NA,21.08,NA,-3,NA,NA,NA,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,21.08,21.08,-224.612910375086,NA,8.51356564548603,3.52022963148118,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"KELLENDAVIS","Kellen Davis","TE","NYG",393,NA,68,20.9819794957568,NA,NA,NA,NA,NA,16.3625,NA,43.75,NA,27.625,15.375,8.75,NA,NA,NA,NA,NA,15.9803571428571,20.9819794957568,-96.9579336173034,NA,13.7408503648792,4.47607658255429,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JUSTINFORSETT","Justin Forsett","RB","BAL",394,NA,109,20.4942760600505,9.65,43.9,28.8,NA,NA,27.41,37.25,NA,7.2,5.25,16.525,4.625,15.8,NA,NA,NA,30.5125,18.8423511904762,20.4942760600505,-100.016246197934,NA,13.6451751587745,4.45858167669826,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JOSHCOOPER","Josh Cooper","WR","CLE",395,NA,172,20.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,34.125,NA,NA,NA,NA,NA,20.3125,20.3125,-122.468669011837,NA,19.5338248302784,5.53536400951486,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",396,NA,69,20.1499952155164,NA,NA,NA,NA,NA,15.95,NA,19,11.25,24.75,26.75,14.75,NA,NA,NA,NA,NA,16.0642857142857,20.1499952155164,-97.7899178975439,NA,6.00253418704689,3.06106930399927,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ANTHONYDIXON","Anthony Dixon","RB","BUF",397,NA,110,19.9154865877251,-0.03,28.125,33.1,NA,NA,30.6125,5.925,NA,22.15,15,13.6,1.75,NA,NA,NA,NA,10.02,15.98325,19.9154865877251,-100.595035670259,NA,11.9945187973739,4.15674718039453,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JONASGRAY","Jonas Gray","RB","NE",398,NA,111,19.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.875,NA,NA,NA,NA,NA,NA,NA,19.875,19.875,-100.635522257984,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"STORMJOHNSON","Storm Johnson","RB","JAC",399,176.3,112,19.782006375656,NA,35.9,11.075,16.5,NA,21.89,6.025,NA,11.55,19.625,27.7,NA,NA,NA,NA,NA,13.4275,18.1347222222222,19.782006375656,-100.728515882329,26.3,9.27409663540217,5.38503755608673,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",NA,400,NA,113,19.635,30.415,NA,NA,-0.69,NA,NA,NA,-0.69,-0.69,-0.69,-0.69,-0.69,NA,31.225,-0.69,NA,NA,20.3166666666667,19.635,-100.875522257984,NA,13.8960795080643,4.50446135805365,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JACKIEBATTLE","Jackie Battle","RB","TEN",401,NA,114,19.3189715816791,18.9,47.975,5.4,NA,NA,26.6875,16.65,NA,20.55,1.5,17.575,2.675,47.1,NA,NA,NA,10.5675,19.4049350649351,19.3189715816791,-101.191550676305,NA,15.8843021601088,4.86802230069001,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DIONSIMS","Dion Sims","TE","MIA",402,NA,70,19.252414415534,7.735,NA,NA,-0.06,NA,20.5,15,-0.06,23.94,20.94,18.315,17.815,NA,NA,-0.06,NA,18.95,17.839375,19.252414415534,-98.6874986975262,NA,9.32321915727317,3.66828065265402,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONTATE","Brandon Tate","WR","CIN",403,NA,173,19.15,10.035,3,3,3,3,8.1625,6.25,3,19.5,7.75,12.25,12.375,53.875,3,3,NA,10.475,14.8895,19.15,-123.631169011837,NA,12.6267498529494,4.27235521769994,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DIONLEWIS","Dion Lewis","RB","CLE",404,NA,115,19.0265665663673,19.86,25.75,NA,-1.8,NA,14.0975,21.25,15.35,29.825,31.95,8.125,2.325,NA,NA,-1.8,NA,10.805,16.6535909090909,19.0265665663673,-101.483955691617,NA,11.5787812623278,4.08072655464859,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JURONCRINER","Juron Criner","WR","OAK",405,NA,174,19.013293949514,NA,51,6.875,NA,NA,28.9375,22.75,NA,9,9.375,NA,7.25,NA,34.75,NA,NA,NA,16.99375,19.013293949514,-123.767875062323,NA,16.1350480010298,4.9138729976397,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JIMDRAY","Jim Dray","TE","CLE",406,NA,71,18.9333061603978,13.37,NA,NA,-0.345,NA,20.8375,22.85,-0.345,-0.345,-0.345,4.405,5.905,NA,43.875,-0.345,NA,NA,16.1664285714286,18.9333061603978,-99.0066069526624,NA,14.2288209000094,4.56530553663964,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHARLESSIMS","Charles Sims","RB","TB",407,187.6,116,18.913797115036,NA,46.4,NA,11,NA,29.175,17.65,-3,-3,13.625,7.05,8.875,NA,45.35,-3,NA,16.15,19.7675,18.913797115036,-101.596725142949,14.9,17.0658765667757,4.69357604623087,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"VANCEMCDONALD","Vance McDonald","TE","SF",408,NA,72,18.2624347182862,1.185,50.875,NA,NA,NA,24.9875,13.5,10.75,26.625,5,17.625,5.625,NA,NA,NA,NA,17.1875,17.33,18.2624347182862,-99.6774783947741,NA,14.4455705533257,4.60493978393822,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"FOZZYWHITTAKER","Fozzy Whittaker","RB","CAR",409,NA,117,17.8885921296022,22.51,NA,NA,NA,NA,NA,28.75,NA,NA,3.625,6.25,NA,NA,43.375,NA,NA,11.285,12.6474444444444,17.8885921296022,-102.621930128382,NA,15.2280042739246,4.74801346872846,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JEDCOLLINS","Jed Collins","RB","DET",410,NA,118,17.6850902398444,14.155,29.65,11.175,NA,NA,20.4125,NA,NA,NA,1.25,2.125,NA,NA,NA,NA,NA,17.8625,14.5928095238095,17.6850902398444,-102.82543201814,NA,10.1017837445388,3.81064683833173,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",411,NA,47,17.4099615703124,NA,27.94,NA,-1.2,NA,14.24,NA,-1.2,-1.2,4.9,4.66,43.2,NA,16.14,-1.2,NA,NA,15.8042857142857,17.4099615703124,-228.282948804773,NA,15.0262827516766,4.71112722427132,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRUCEMILLER","Bruce Miller","RB","SF",412,NA,119,17.3150057479788,30.24,27.35,13.95,NA,NA,20.65,NA,NA,14.925,10.5,7.8,NA,17.5,NA,NA,NA,23.62,16.5275,17.3150057479788,-103.195516510006,NA,7.58254565506276,3.34998586880021,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WILLISMCGAHEE","Willis McGahee","RB",NA,413,NA,120,16.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.875,NA,NA,NA,16.9375,16.9375,-103.573022257984,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",414,NA,48,16.7723125058578,NA,NA,12.7,-5.20373387614471,NA,28.164,22.5,81.0962661238553,5.63626612385529,21.2962661238553,3.31626612385529,-5.20373387614471,NA,NA,-5.20373387614471,NA,16.87,19.4394,16.7723125058578,-228.920597869228,NA,24.6668057842914,6.47396683262248,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LOGANPAULSEN","Logan Paulsen","TE","WAS",415,NA,73,16.6674753613281,11.14,NA,NA,-3.27,NA,24,44.375,20.73,4.105,15.23,14.355,8.855,NA,NA,-3.27,NA,21.15,19.0405555555556,16.6674753613281,-101.272437751732,NA,13.5967330300668,4.44972368186646,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"ALLENREISNER","Allen Reisner","TE","MIN",416,NA,74,16.63625,26.235,NA,NA,-0.255,NA,7.0375,NA,-0.255,-0.255,-0.255,-0.255,-0.255,NA,NA,-0.255,NA,NA,16.63625,16.63625,-101.30366311306,NA,8.86068767709996,3.58370341440666,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GARYBARNIDGE","Gary Barnidge","TE","CLE",417,NA,75,16.4874919064413,NA,NA,NA,NA,NA,16.625,16.75,9.625,8.625,19.75,6.25,11.625,30.875,NA,NA,NA,25.525,14.505,16.4874919064413,-101.452421206619,NA,8.18488507860678,3.46012800423234,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DARRELYOUNG","Darrel Young","RB","WAS",418,NA,121,16.4449332144379,16.09,36.35,27.25,NA,NA,31.8,NA,NA,4.75,15,8.05,8.375,NA,NA,NA,NA,NA,18.420625,16.4449332144379,-104.065589043547,NA,11.897777084547,4.13905725604354,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TAVARRESKING","Tavarres King","WR","CAR",419,NA,175,16.15,NA,NA,NA,NA,NA,26.55,2.65,NA,31.75,10,19.125,13.75,NA,NA,NA,NA,NA,17.3041666666667,16.15,-126.631169011837,NA,10.7537018819877,3.92985480144841,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",420,NA,176,15.9906647244251,NA,NA,20.875,NA,NA,19.1875,16.875,NA,10.375,2.5,22.25,1.25,12.5,NA,NA,NA,14.05,11.98625,15.9906647244251,-126.790504287412,NA,7.55417183765221,3.34479751034681,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ANTONESMITH","Antone Smith","RB","ATL",421,NA,122,15.501471744937,NA,4.525,15.1,NA,NA,7.51,15.175,NA,22.45,29.75,9.075,5.75,14.975,NA,NA,NA,NA,12.131,15.501471744937,-105.009050513047,NA,8.26818265669333,3.47535957096725,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",422,NA,76,15.25748701538,15.685,NA,NA,NA,NA,20.45,22.375,29.125,7.25,3.75,3.125,5.625,NA,NA,NA,NA,NA,13.366875,15.25748701538,-102.68242609768,NA,9.85405606753599,3.76534803456061,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",423,NA,123,15.0859075014961,NA,25,16.125,-0.75,NA,13.0775,14.45,5.95,16.825,-0.75,10.8,1.125,NA,46.275,-0.75,NA,NA,12.0939583333333,15.0859075014961,-105.424614756488,NA,13.5990654115012,4.45015017474038,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"BRUCEELLINGTON","Bruce Ellington","WR","SF",424,NA,177,14.9793148490118,NA,NA,14.625,NA,NA,25.5625,26.875,NA,NA,5.5,3.5,8.5,NA,51.375,NA,NA,NA,16.6261160714286,14.9793148490118,-127.801854162825,NA,16.8517090149988,5.04491966563806,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"PLAXICOBURRESS","Plaxico Burress","WR","PIT",425,NA,178,14.96,14.96,NA,NA,-0.12,NA,NA,NA,-0.12,-0.12,-0.12,-0.12,-0.12,NA,NA,-0.12,NA,NA,14.96,14.96,-127.821169011837,NA,5.33158513014657,2.93838139913266,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ERIKLORIG","Erik Lorig","RB","NO",426,NA,124,14.9393995564138,26.205,19.075,15.7,NA,NA,17.3875,3.975,NA,NA,NA,1.625,3.75,NA,NA,NA,NA,NA,12.4882142857143,14.9393995564138,-105.571122701571,NA,9.42233426682127,3.68640456982183,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"LAVELLEHAWKINS","Lavelle Hawkins","WR","TB",427,NA,179,14.7955932285169,-0.03,NA,12.375,NA,NA,17.125,NA,14.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.08375,14.7955932285169,-127.98557578332,NA,7.66057044764509,3.36425326843529,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MARIONGRICE","Marion Grice","RB","SD",428,NA,125,14.6750016586397,NA,21.7,NA,NA,NA,16.575,NA,NA,NA,16.25,NA,2.625,NA,54.425,NA,NA,NA,13.946875,14.6750016586397,-105.835520599345,NA,19.2928629938638,5.49130238880242,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTFLYNN","Matt Flynn","QB","GB",429,NA,49,14.4615847147298,NA,21.48,NA,16.86,NA,12.764,45.74,1.16,8.3,8.2,6.46,NA,NA,16.08,NA,NA,NA,12.1312727272727,14.4615847147298,-231.231325660356,NA,12.9985897354717,4.34034883906855,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JAMESHANNA","James Hanna","TE","DAL",430,NA,77,14.4557100810483,30.485,NA,NA,NA,NA,20.125,9.375,NA,9.875,1.875,13.375,3.75,NA,NA,NA,NA,NA,12.5742857142857,14.4557100810483,-103.484203032012,NA,9.90127619239536,3.77398257711932,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MATTMCGLOIN","Matt McGloin","QB","OAK",431,NA,50,14.2960430293842,1.31,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,30.08,NA,NA,NA,6.16314285714286,14.2960430293842,-231.396867345702,NA,14.5597126803153,4.62581150031273,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",432,NA,180,14.249993037889,NA,NA,34.875,NA,NA,24.625,6.875,NA,12.25,NA,NA,NA,3.125,NA,NA,NA,NA,11.6785714285714,14.249993037889,-128.531175973948,NA,13.1637523145948,4.37055001542699,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"FRANKSUMMERS","Frank Summers","RB","BUF",433,NA,126,14.2206646933667,17.5,26.9,12.125,NA,NA,19.5125,NA,NA,5.475,1.125,5.25,1.125,5.825,NA,NA,NA,15.705,10.99025,14.2206646933667,-106.289857564618,NA,8.6685630978009,3.54857204062327,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RHETTELLISON","Rhett Ellison","TE","MIN",434,NA,78,14.1226277796668,NA,NA,NA,-0.3,NA,21.75,9.875,-0.3,6.2,2.2,13.45,2.2,NA,NA,-0.3,NA,19.55,9.103125,14.1226277796668,-103.817285333393,NA,8.36429290695474,3.49293402780493,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JORDANPALMER","Jordan Palmer","QB","CHI",435,NA,51,13.5571447450035,NA,21.46,NA,-2.4,NA,14.83,NA,13,-2.4,-2.4,-2.4,-2.4,NA,NA,-2.4,NA,NA,5.33625,13.5571447450035,-232.135765630082,NA,9.67447414591615,3.73251017676967,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"VIRGILGREEN","Virgil Green","TE","DEN",436,NA,79,13.5535714849552,NA,NA,NA,NA,NA,23.6875,6.9,NA,NA,1.875,14.25,6.875,NA,NA,NA,NA,20.1,10.6696428571429,13.5535714849552,-104.386341628105,NA,8.50396139308029,3.5184734242202,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSEPHMORGAN","Joseph Morgan","WR","NO",437,NA,181,13.175,NA,NA,NA,NA,NA,47.675,13.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3166666666667,13.175,-129.606169011837,NA,24.3598286118766,6.41783382857677,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JIMMYCLAUSEN","Jimmy Clausen","QB","CHI",438,NA,52,12.8328847566935,NA,NA,18.5,NA,NA,14.43,25.5,NA,2.9,7.1,1.02,9.4,NA,NA,NA,NA,17.59,11.8675,12.8328847566935,-232.860025618392,NA,8.41570979945075,3.50233597978654,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CYRUSGRAY","Cyrus Gray","RB","KC",439,NA,127,12.5938900925422,-0.03,23.65,5.35,NA,NA,14.5,15.975,NA,3.725,NA,6.1,30.125,NA,NA,NA,NA,NA,10.7745555555556,12.5938900925422,-107.916632165442,NA,10.5361759251163,3.89007860141028,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TEVINREESE","Tevin Reese","WR","SD",440,NA,182,12.25,NA,NA,30.5,NA,NA,23.175,NA,NA,NA,11.25,6.125,1.875,NA,NA,NA,NA,NA,14.585,12.25,-130.531169011837,NA,11.9510799721197,4.14880407591365,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DOMENIKHIXON","Domenik Hixon","WR",NA,441,NA,183,12.2103000406593,12.2,NA,NA,-0.405,NA,NA,NA,-0.405,-0.405,-0.405,16.22,-0.405,NA,16.25,-0.405,NA,NA,7.2425,12.2103000406593,-130.570868971177,NA,7.73570172964289,3.37799156865861,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",442,NA,53,12.1209725812528,NA,16.08,5.32,-1.5,NA,11.352,40,8.74,6.24,12.5,-0.58,-1.5,NA,NA,-1.5,NA,NA,9.8152,12.1209725812528,-233.571937793833,NA,12.1297823708274,4.18148110655646,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",443,NA,80,12.0562538047452,NA,NA,NA,NA,NA,8.4875,3.125,NA,4.5,41.375,22.5,21.625,NA,NA,NA,NA,NA,14.5160714285714,12.0562538047452,-105.883659308315,NA,14.6081107964605,4.63466144712804,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEREMYROSS","Jeremy Ross","WR","DET",444,NA,184,11.9485790490379,2.31,7.8,7.8,6.3,7.8,13.9,18.875,6.3,11.075,6.3,11.8,10.05,7.8,7.8,6.3,NA,13.345,10.684375,11.9485790490379,-130.832589962799,NA,3.95489358000524,2.68664335703048,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKEGILLISLEE","Mike Gillislee","RB","MIA",445,NA,128,11.7775076288213,NA,8.65,22.475,NA,NA,11.5325,NA,10.975,NA,5.875,5.55,26.625,NA,NA,NA,NA,NA,9.16825,11.7775076288213,-108.733014629163,NA,8.23402000341672,3.46911268185981,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",446,NA,129,11.5994350179173,26.37,17.025,4.3,NA,NA,10.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.442,11.5994350179173,-108.911087240067,NA,9.41642146620289,3.68532337131309,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MYLESWHITE","Myles White","WR","GB",447,NA,185,10.86875,NA,NA,6.375,NA,NA,20.8375,4.5,36.125,NA,NA,NA,3.125,NA,NA,NA,NA,NA,14.1925,10.86875,-131.912419011837,NA,14.1663156819266,4.55387600384435,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DANTEROSARIO","Dante Rosario","TE","CHI",448,NA,81,10.7038962431166,0.74,NA,NA,NA,NA,15.725,NA,NA,5,6.25,13.875,10.375,NA,NA,NA,NA,NA,7.41214285714286,10.7038962431166,-107.236016869944,NA,5.69177952547941,3.00424555864462,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JASONCAMPBELL","Jason Campbell","QB","CIN",449,NA,54,10.5801599542309,9.71,NA,7.04,NA,NA,6.4,67.86,13.92,2.9,3.3,7.04,NA,NA,19.62,NA,NA,NA,13.428,10.5801599542309,-235.112750420855,NA,20.3954431185008,5.6929171672242,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"DARIUSJOHNSON","Darius Johnson","WR","ATL",450,NA,186,10.4375,NA,NA,NA,NA,NA,25.525,NA,NA,9.875,10.625,6.125,NA,NA,NA,NA,NA,NA,13.0375,10.4375,-132.343669011837,NA,8.5545674934505,3.52772711697681,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
